OrderId,Spot_id,Arrival_time,Delivery_time,Longitude,Latitude,distance
E3147,B2276,675,915,121.508797,31.297123,2118.239543
E3150,B2276,861,1101,121.508797,31.297123,2118.239543
E3145,B2276,640,880,121.508797,31.297123,2118.239543
E3152,B2276,943,1183,121.508797,31.297123,2118.239543
E3149,B2276,854,1094,121.508797,31.297123,2118.239543
E3146,B2276,648,888,121.508797,31.297123,2118.239543
E3022,B2276,597,837,121.508797,31.297123,2118.239543
E3085,B2276,631,871,121.508797,31.297123,2118.239543
E3151,B2276,914,1154,121.508797,31.297123,2118.239543
E3148,B2276,695,935,121.508797,31.297123,2118.239543
E3582,B2276,839,1079,121.508797,31.297123,2118.239543
E3143,B2276,578,818,121.508797,31.297123,2118.239543
E3153,B2276,950,1190,121.508797,31.297123,2118.239543
E3012,B5474,949,1189,121.506516,31.294493,2132.401107
E3097,B5474,607,847,121.506516,31.294493,2132.401107
E2768,B5474,749,989,121.506516,31.294493,2132.401107
E2936,B5474,897,1137,121.506516,31.294493,2132.401107
E3218,B5474,574,814,121.506516,31.294493,2132.401107
E3010,B5474,630,870,121.506516,31.294493,2132.401107
E3219,B5474,834,1074,121.506516,31.294493,2132.401107
E3173,B5474,738,978,121.506516,31.294493,2132.401107
E3062,B5474,614,854,121.506516,31.294493,2132.401107
E3176,B5474,945,1185,121.506516,31.294493,2132.401107
E2424,B5474,888,1128,121.506516,31.294493,2132.401107
E2935,B5474,810,1050,121.506516,31.294493,2132.401107
E2957,B5474,885,1125,121.506516,31.294493,2132.401107
E3170,B5474,623,863,121.506516,31.294493,2132.401107
E3174,B5474,873,1113,121.506516,31.294493,2132.401107
E3029,B5474,746,986,121.506516,31.294493,2132.401107
E3168,B5474,599,839,121.506516,31.294493,2132.401107
E3098,B5474,618,858,121.506516,31.294493,2132.401107
E3101,B5474,937,1177,121.506516,31.294493,2132.401107
E3011,B5474,885,1125,121.506516,31.294493,2132.401107
E3167,B5474,583,823,121.506516,31.294493,2132.401107
E3100,B5474,929,1169,121.506516,31.294493,2132.401107
E3063,B5474,625,865,121.506516,31.294493,2132.401107
E3114,B5474,570,810,121.506516,31.294493,2132.401107
E3102,B5474,952,1192,121.506516,31.294493,2132.401107
E3099,B5474,673,913,121.506516,31.294493,2132.401107
E3175,B5474,928,1168,121.506516,31.294493,2132.401107
E3172,B5474,658,898,121.506516,31.294493,2132.401107
E3171,B5474,644,884,121.506516,31.294493,2132.401107
E3166,B5474,542,782,121.506516,31.294493,2132.401107
E3169,B5474,603,843,121.506516,31.294493,2132.401107
E3728,B5973,547,787,121.548119,31.281214,2143.999042
E1907,B8215,604,844,121.504677,31.278322,2167.605151
E1906,B8215,598,838,121.504677,31.278322,2167.605151
E1817,B8215,932,1172,121.504677,31.278322,2167.605151
E3121,B8215,604,844,121.504677,31.278322,2167.605151
E3662,B1753,625,865,121.548431,31.289217,2178.921671
E3613,B1753,918,1158,121.548431,31.289217,2178.921671
E3663,B1753,932,1172,121.548431,31.289217,2178.921671
E3470,B5799,936,1176,121.547096,31.277378,2178.985422
E3600,B8565,621,861,121.528969,31.26549,2199.054041
E3448,B4667,662,902,121.519615,31.305328,2334.862977
E3386,B4667,745,985,121.519615,31.305328,2334.862977
E3025,B2984,883,1123,121.501595,31.286989,2335.381851
E3056,B2984,615,855,121.501595,31.286989,2335.381851
E3194,B0960,550,790,121.513184,31.303024,2341.744053
E3066,B6329,758,998,121.505692,31.273182,2346.161253
E3465,B1222,915,1155,121.546776,31.273542,2354.191122
E3464,B1222,616,856,121.546776,31.273542,2354.191122
E3463,B1222,546,786,121.546776,31.273542,2354.191122
E3205,B3623,601,841,121.501999,31.278936,2387.650121
E3080,B1442,894,1134,121.507874,31.299892,2388.254068
E3000,B1442,927,1167,121.507874,31.299892,2388.254068
E2999,B1442,542,782,121.507874,31.299892,2388.254068
E3133,B1442,603,843,121.507874,31.299892,2388.254068
E3079,B1442,623,863,121.507874,31.299892,2388.254068
E3136,B1442,726,966,121.507874,31.299892,2388.254068
E3135,B1442,659,899,121.507874,31.299892,2388.254068
E3132,B1442,578,818,121.507874,31.299892,2388.254068
E3134,B1442,627,867,121.507874,31.299892,2388.254068
E3137,B1442,928,1168,121.507874,31.299892,2388.254068
E3016,B7096,575,815,121.50621,31.298653,2416.682004
E3188,B7096,586,826,121.50621,31.298653,2416.682004
E3105,B7096,610,850,121.50621,31.298653,2416.682004
E3106,B7096,845,1085,121.50621,31.298653,2416.682004
E3107,B7096,863,1103,121.50621,31.298653,2416.682004
E3069,B7096,548,788,121.50621,31.298653,2416.682004
E3584,B3782,607,847,121.503006,31.294336,2421.31996
E3583,B3782,572,812,121.503006,31.294336,2421.31996
E3220,B3782,957,1197,121.503006,31.294336,2421.31996
E3162,B3782,934,1174,121.503006,31.294336,2421.31996
E3089,B3782,646,886,121.503006,31.294336,2421.31996
E3161,B3782,641,881,121.503006,31.294336,2421.31996
E3519,B3782,958,1198,121.503006,31.294336,2421.31996
E3059,B3782,905,1145,121.503006,31.294336,2421.31996
E2953,B3782,881,1121,121.503006,31.294336,2421.31996
E3073,B1784,552,792,121.507515,31.269331,2486.556564
E3074,B1784,909,1149,121.507515,31.269331,2486.556564
E3586,B7252,575,815,121.500397,31.290613,2516.070553
E2960,B7252,902,1142,121.500397,31.290613,2516.070553
E3189,B7252,655,895,121.500397,31.290613,2516.070553
E3108,B7252,816,1056,121.500397,31.290613,2516.070553
E3036,B7252,581,821,121.500397,31.290613,2516.070553
E3190,B7252,894,1134,121.500397,31.290613,2516.070553
E3020,B9177,875,1115,121.500221,31.280058,2519.494399
E3117,B9177,550,790,121.500221,31.280058,2519.494399
E2974,B9177,592,832,121.500221,31.280058,2519.494399
E3718,B4106,553,793,121.55191,31.290323,2528.902952
E3688,B4106,741,981,121.55191,31.290323,2528.902952
E3668,B4106,584,824,121.55191,31.290323,2528.902952
E3670,B4106,635,875,121.55191,31.290323,2528.902952
E3667,B4106,548,788,121.55191,31.290323,2528.902952
E3649,B4106,905,1145,121.55191,31.290323,2528.902952
E3671,B4106,675,915,121.55191,31.290323,2528.902952
E3669,B4106,598,838,121.55191,31.290323,2528.902952
E3629,B4106,907,1147,121.55191,31.290323,2528.902952
E3687,B4106,701,941,121.55191,31.290323,2528.902952
E3430,B2095,804,1044,121.536987,31.306065,2556.959753
E3446,B2095,603,843,121.536987,31.306065,2556.959753
E3617,B1380,914,1154,121.550819,31.294182,2565.26184
E2972,B6736,857,1097,121.49897,31.282709,2589.079387
E2973,B6736,878,1118,121.49897,31.282709,2589.079387
E3385,B3535,653,893,121.52726,31.308378,2595.498198
E3432,B3535,869,1109,121.52726,31.308378,2595.498198
E3437,B3535,560,800,121.52726,31.308378,2595.498198
E3447,B3535,924,1164,121.52726,31.308378,2595.498198
E3440,B6603,873,1113,121.529724,31.308523,2632.450096
E3260,B6603,640,880,121.529724,31.308523,2632.450096
E3442,B6603,919,1159,121.529724,31.308523,2632.450096
E3441,B6603,914,1154,121.529724,31.308523,2632.450096
E3159,B3708,621,861,121.510887,31.305227,2665.62395
E3160,B3708,636,876,121.510887,31.305227,2665.62395
E3750,B8159,793,1033,121.55455,31.283068,2721.306509
E3434,B0092,578,818,121.522255,31.309479,2739.272209
E3060,B0456,916,1156,121.497948,31.290825,2747.950148
E3233,B0456,674,914,121.497948,31.290825,2747.950148
E2934,B0456,901,1141,121.497948,31.290825,2747.950148
E2986,B3616,631,871,121.50473,31.26832,2755.860902
E3076,B3616,549,789,121.50473,31.26832,2755.860902
E3077,B3616,890,1130,121.50473,31.26832,2755.860902
E3444,B8181,613,853,121.535362,31.308601,2763.76281
E3472,B3804,958,1198,121.524147,31.260262,2769.214522
E3094,B5226,856,1096,121.501434,31.298536,2778.820242
E3093,B5226,608,848,121.501434,31.298536,2778.820242
E3061,B5018,942,1182,121.513512,31.307673,2782.63746
E3281,B5018,843,1083,121.513512,31.307673,2782.63746
E3030,B5581,640,880,121.498276,31.293489,2802.162719
E3064,B5581,803,1043,121.498276,31.293489,2802.162719
E3013,B5581,953,1193,121.498276,31.293489,2802.162719
E3177,B5581,559,799,121.498276,31.293489,2802.162719
E3178,B5581,648,888,121.498276,31.293489,2802.162719
E3765,B1774,554,794,121.555489,31.286787,2807.695602
E3664,B1774,858,1098,121.555489,31.286787,2807.695602
E3704,B1774,551,791,121.555489,31.286787,2807.695602
E3705,B1774,567,807,121.555489,31.286787,2807.695602
E3708,B1774,626,866,121.555489,31.286787,2807.695602
E3710,B1774,866,1106,121.555489,31.286787,2807.695602
E3766,B1774,798,1038,121.555489,31.286787,2807.695602
E3592,B1774,582,822,121.555489,31.286787,2807.695602
E3709,B1774,728,968,121.555489,31.286787,2807.695602
E3206,B5457,605,845,121.49675,31.28104,2822.903891
E2971,B5457,545,785,121.49675,31.28104,2822.903891
E3078,B5442,904,1144,121.505211,31.266657,2852.475917
E3644,B6691,701,941,121.556023,31.289707,2898.085105
E3684,B6691,952,1192,121.556023,31.289707,2898.085105
E3682,B6691,580,820,121.556023,31.289707,2898.085105
E3646,B6691,951,1191,121.556023,31.289707,2898.085105
E3577,B6691,586,826,121.556023,31.289707,2898.085105
E3681,B6691,556,796,121.556023,31.289707,2898.085105
E3616,B6691,936,1176,121.556023,31.289707,2898.085105
E3683,B6691,884,1124,121.556023,31.289707,2898.085105
E3645,B6691,856,1096,121.556023,31.289707,2898.085105
E2947,B1134,841,1081,121.496277,31.277636,2950.726371
E2981,B0147,717,957,121.511154,31.261824,2951.600276
E2980,B0147,558,798,121.511154,31.261824,2951.600276
E2898,B3693,557,797,121.498512,31.272757,2957.006068
E3611,B0513,620,860,121.555809,31.293144,2970.34639
E3723,B0513,852,1092,121.555809,31.293144,2970.34639
E3724,B0513,857,1097,121.555809,31.293144,2970.34639
E3630,B0513,637,877,121.555809,31.293144,2970.34639
E3632,B0513,863,1103,121.555809,31.293144,2970.34639
E3633,B0513,928,1168,121.555809,31.293144,2970.34639
E3674,B0513,940,1180,121.555809,31.293144,2970.34639
E3673,B0513,680,920,121.555809,31.293144,2970.34639
E3672,B0513,561,801,121.555809,31.293144,2970.34639
E3631,B0513,830,1070,121.555809,31.293144,2970.34639
E3305,B0129,591,831,121.501442,31.301579,2974.434797
E2989,B8077,632,872,121.506691,31.263588,3019.407525
E2948,B6673,573,813,121.495865,31.29483,3068.846841
E3033,B6673,939,1179,121.495865,31.29483,3068.846841
E3641,B6462,552,792,121.556099,31.295309,3077.377383
E3679,B6462,575,815,121.556099,31.295309,3077.377383
E3680,B6462,900,1140,121.556099,31.295309,3077.377383
E3642,B6462,577,817,121.556099,31.295309,3077.377383
E3109,B7377,606,846,121.4981,31.299238,3089.87839
E3110,B7377,626,866,121.4981,31.299238,3089.87839
E3018,B7377,905,1145,121.4981,31.299238,3089.87839
E3191,B7377,919,1159,121.4981,31.299238,3089.87839
E3111,B7377,949,1189,121.4981,31.299238,3089.87839
E2938,B7377,929,1169,121.4981,31.299238,3089.87839
E2937,B7377,584,824,121.4981,31.299238,3089.87839
E3038,B7377,863,1103,121.4981,31.299238,3089.87839
E3017,B7377,883,1123,121.4981,31.299238,3089.87839
E3009,B5170,613,853,121.507683,31.308229,3112.447932
E3431,B2792,568,808,121.548294,31.306479,3186.162799
E3040,B3949,554,794,121.493904,31.276312,3209.776731
E2975,B0935,582,822,121.49662,31.270864,3215.928737
E2985,B3262,577,817,121.505867,31.26096,3301.140789
E2987,B6055,648,888,121.503189,31.262659,3310.6629
E2988,B6055,789,1029,121.503189,31.262659,3310.6629
E3469,B4847,619,859,121.526642,31.254658,3387.649567
E2946,B0008,600,840,121.491043,31.279089,3395.972468
E2920,B0008,915,1155,121.491043,31.279089,3395.972468
E2825,B0008,561,801,121.491043,31.279089,3395.972468
E2874,B0008,584,824,121.491043,31.279089,3395.972468
E3282,B6259,549,789,121.491501,31.293869,3428.284244
E2942,B6259,608,848,121.491501,31.293869,3428.284244
E3014,B6259,682,922,121.491501,31.293869,3428.284244
E2945,B2670,669,909,121.490494,31.290937,3443.902255
E2929,B2670,577,817,121.490494,31.290937,3443.902255
E3423,B5076,597,837,121.530113,31.316402,3507.574339
E3420,B4728,546,786,121.523071,31.316555,3514.557173
E3422,B4728,644,884,121.523071,31.316555,3514.557173
E3421,B4728,614,854,121.523071,31.316555,3514.557173
E3467,B3003,849,1089,121.513374,31.255407,3516.817006
E3307,B2464,891,1131,121.526245,31.31673,3522.706597
E3248,B5403,552,792,121.490929,31.273355,3586.816468
E3392,B5486,693,933,121.533424,31.317526,3678.881155
E3256,B0994,733,973,121.48777,31.289875,3679.724216
E3257,B0994,867,1107,121.48777,31.289875,3679.724216
E2926,B7888,704,944,121.488106,31.27755,3705.365017
E2943,B7888,900,1140,121.488106,31.27755,3705.365017
E2904,B7888,570,810,121.488106,31.27755,3705.365017
E3004,B2873,813,1053,121.491371,31.300833,3735.068756
E2915,B2414,570,810,121.486221,31.282282,3801.235134
E3428,B1766,600,840,121.554817,31.308886,3809.343601
E2927,B2822,917,1157,121.487427,31.270247,4028.15762
E2978,B3701,791,1031,121.491364,31.305891,4030.58971
E2952,B3701,831,1071,121.491364,31.305891,4030.58971
E2958,B6445,911,1151,121.48745,31.300381,4046.770919
E3235,B6445,570,810,121.48745,31.300381,4046.770919
E2968,B6445,919,1159,121.48745,31.300381,4046.770919
E3236,B6445,573,813,121.48745,31.300381,4046.770919
E3394,B7071,866,1106,121.535698,31.321054,4107.970264
E3569,B7071,773,1013,121.535698,31.321054,4107.970264
E3433,B0046,928,1168,121.532784,31.321838,4141.215596
E2917,B3978,635,875,121.482391,31.282417,4163.375043
E2918,B3978,890,1130,121.482391,31.282417,4163.375043
E2905,B8475,916,1156,121.492111,31.261068,4191.768234
E2919,B6505,622,862,121.482262,31.278774,4223.959247
E2922,B6505,906,1146,121.482262,31.278774,4223.959247
E2931,B2233,901,1141,121.481697,31.29063,4263.516534
E2930,B2233,571,811,121.481697,31.29063,4263.516534
E2984,B2783,915,1155,121.496132,31.2565,4269.087852
E2983,B2783,830,1070,121.496132,31.2565,4269.087852
E3787,B0614,669,909,121.559982,31.25869,4365.955467
E2867,B3887,654,894,121.481728,31.274746,4370.297759
E3568,B8741,755,995,121.537773,31.323664,4437.10876
E3793,B3187,658,898,121.558296,31.255968,4463.636053
E3785,B3187,555,795,121.558296,31.255968,4463.636053
E2487,B3328,914,1154,121.497475,31.25248,4534.613534
E3816,B3789,908,1148,121.567284,31.263617,4594.358841
E3813,B3789,629,869,121.567284,31.263617,4594.358841
E3818,B3789,949,1189,121.567284,31.263617,4594.358841
E3815,B3789,713,953,121.567284,31.263617,4594.358841
E3812,B3789,611,851,121.567284,31.263617,4594.358841
E3814,B3789,666,906,121.567284,31.263617,4594.358841
E3817,B3789,929,1169,121.567284,31.263617,4594.358841
E2944,B8075,854,1094,121.478088,31.280136,4595.332301
E3070,B8075,861,1101,121.478088,31.280136,4595.332301
E3357,B1315,606,846,121.533203,31.2437,4657.118354
E3605,B1125,573,813,121.541214,31.245142,4674.958371
E3805,B2777,580,820,121.530823,31.24262,4749.068255
E3388,B8363,684,924,121.528374,31.327757,4755.34682
E3789,B7149,882,1122,121.557854,31.2519,4775.858816
E3808,B3227,641,881,121.571579,31.266745,4789.397868
E3811,B3227,957,1197,121.571579,31.266745,4789.397868
E3807,B3227,582,822,121.571579,31.266745,4789.397868
E3810,B3227,927,1167,121.571579,31.266745,4789.397868
E3809,B3227,647,887,121.571579,31.266745,4789.397868
E3831,B3227,608,848,121.571579,31.266745,4789.397868
E3786,B3227,553,793,121.571579,31.266745,4789.397868
E3862,B3227,727,967,121.571579,31.266745,4789.397868
E3788,B0674,922,1162,121.550301,31.247301,4797.877531
E2871,B4485,656,896,121.478508,31.270475,4806.026529
E2869,B4485,616,856,121.478508,31.270475,4806.026529
E2870,B4485,638,878,121.478508,31.270475,4806.026529
E2868,B4485,610,850,121.478508,31.270475,4806.026529
E4821,B3545,549,789,121.536545,31.24263,4830.622496
E4822,B3545,773,1013,121.536545,31.24263,4830.622496
E4664,B3545,931,1171,121.536545,31.24263,4830.622496
E4815,B3545,900,1140,121.536545,31.24263,4830.622496
E4707,B3545,902,1142,121.536545,31.24263,4830.622496
E1344,B6697,914,1154,121.489265,31.255079,4837.649998
E3288,B1186,683,923,121.519997,31.241398,4897.1715
E3486,B1186,563,803,121.519997,31.241398,4897.1715
E3283,B1186,879,1119,121.519997,31.241398,4897.1715
E3450,B1186,655,895,121.519997,31.241398,4897.1715
E3319,B1186,912,1152,121.519997,31.241398,4897.1715
E3390,B1866,584,824,121.509331,31.326982,4927.310738
E3429,B1866,604,844,121.509331,31.326982,4927.310738
E3822,B9205,920,1160,121.570564,31.2621,4948.791809
E4711,B9205,843,1083,121.570564,31.2621,4948.791809
E2866,B1415,606,846,121.478355,31.267296,4950.437311
E2895,B2051,619,859,121.478363,31.265326,5041.5284
E3803,B1701,611,851,121.568939,31.258127,5065.986149
E3797,B1701,893,1133,121.568939,31.258127,5065.986149
E3804,B1701,640,880,121.568939,31.258127,5065.986149
E3608,B4556,639,879,121.547295,31.243139,5088.551528
E3595,B4556,839,1079,121.547295,31.243139,5088.551528
E3225,B0112,618,858,121.513252,31.240541,5105.84898
E2831,B7011,568,808,121.479141,31.262785,5106.450518
E3405,B4818,897,1137,121.529922,31.239241,5116.71569
E3796,B9211,633,873,121.551903,31.24445,5149.49545
E3783,B0126,896,1136,121.559769,31.248833,5156.01579
E3782,B0126,609,849,121.559769,31.248833,5156.01579
E3287,B5937,576,816,121.506447,31.241705,5176.57308
E3819,B4504,931,1171,121.57325,31.261879,5181.454931
E3503,B6665,876,1116,121.515579,31.239056,5219.818096
E3341,B6665,635,875,121.515579,31.239056,5219.818096
E3339,B6665,549,789,121.515579,31.239056,5219.818096
E3273,B6665,748,988,121.515579,31.239056,5219.818096
E3372,B6665,862,1102,121.515579,31.239056,5219.818096
E3274,B6665,891,1131,121.515579,31.239056,5219.818096
E3340,B6665,628,868,121.515579,31.239056,5219.818096
E3328,B3745,588,828,121.522125,31.237816,5275.200713
E3491,B3745,740,980,121.522125,31.237816,5275.200713
E3493,B3745,810,1050,121.522125,31.237816,5275.200713
E3494,B3745,859,1099,121.522125,31.237816,5275.200713
E3490,B3745,647,887,121.522125,31.237816,5275.200713
E3515,B3745,739,979,121.522125,31.237816,5275.200713
E3309,B3745,714,954,121.522125,31.237816,5275.200713
E3425,B3745,595,835,121.522125,31.237816,5275.200713
E3492,B3745,764,1004,121.522125,31.237816,5275.200713
E3370,B3745,823,1063,121.522125,31.237816,5275.200713
E3828,B7654,838,1078,121.55632,31.244976,5313.758226
E3293,B2636,586,826,121.548744,31.241362,5325.092592
E2875,B7613,606,846,121.475502,31.264219,5340.254617
E2808,B4663,592,832,121.477333,31.260889,5360.370709
E2921,B5343,941,1181,121.484337,31.252512,5375.446166
E3269,B5775,550,790,121.518715,31.237139,5382.728633
E3239,B5775,571,811,121.518715,31.237139,5382.728633
E3371,B5775,653,893,121.518715,31.237139,5382.728633
E3286,B5775,908,1148,121.518715,31.237139,5382.728633
E3334,B5775,736,976,121.518715,31.237139,5382.728633
E3310,B5775,845,1085,121.518715,31.237139,5382.728633
E3364,B5775,580,820,121.518715,31.237139,5382.728633
E2982,B2374,578,818,121.482475,31.254196,5385.930505
E3409,B6195,548,788,121.509392,31.238777,5393.026082
E3337,B6195,696,936,121.509392,31.238777,5393.026082
E3336,B6195,542,782,121.509392,31.238777,5393.026082
E3249,B0601,615,855,121.572243,31.256292,5440.340204
E3861,B2264,635,875,121.582443,31.276667,5446.999412
E2897,B3641,635,875,121.484627,31.251076,5464.637597
E3382,B1450,561,801,121.513199,31.236773,5515.236952
E3487,B1450,959,1199,121.513199,31.236773,5515.236952
E3320,B1450,614,854,121.513199,31.236773,5515.236952
E3489,B2399,721,961,121.503059,31.239458,5530.06482
E3324,B2399,882,1122,121.503059,31.239458,5530.06482
E3311,B2399,600,840,121.503059,31.239458,5530.06482
E3830,B9016,612,852,121.563721,31.246967,5555.120905
E3829,B9016,543,783,121.563721,31.246967,5555.120905
E3393,B6147,580,820,121.506081,31.332058,5562.952305
E3291,B8032,548,788,121.535545,31.235443,5599.662973
E2873,B5820,646,886,121.467056,31.287855,5619.950265
E3806,B2919,916,1156,121.582344,31.269781,5620.962784
E3323,B2393,631,871,121.52597,31.234465,5635.048158
E3266,B2393,778,1018,121.52597,31.234465,5635.048158
E3424,B2393,556,796,121.52597,31.234465,5635.048158
E3342,B7579,570,810,121.510941,31.236071,5642.330022
E3345,B7579,621,861,121.510941,31.236071,5642.330022
E3275,B7579,873,1113,121.510941,31.236071,5642.330022
E3346,B7579,647,887,121.510941,31.236071,5642.330022
E3343,B7579,575,815,121.510941,31.236071,5642.330022
E3344,B7579,606,846,121.510941,31.236071,5642.330022
E3505,B7579,560,800,121.510941,31.236071,5642.330022
E3799,B2097,785,1025,121.578148,31.260851,5644.071494
E2655,B2195,543,783,121.46685,31.280375,5655.66857
E3479,B8060,938,1178,121.542671,31.236141,5673.587012
E3349,B7973,623,863,121.497452,31.240267,5682.711835
E3196,B0930,763,1003,121.516968,31.234608,5685.089423
E3276,B0930,636,876,121.516968,31.234608,5685.089423
E3354,B0930,605,845,121.516968,31.234608,5685.089423
E3355,B0930,630,870,121.516968,31.234608,5685.089423
E3353,B0930,545,785,121.516968,31.234608,5685.089423
E3356,B0930,681,921,121.516968,31.234608,5685.089423
E3368,B0930,612,852,121.516968,31.234608,5685.089423
E3303,B0930,947,1187,121.516968,31.234608,5685.089423
E3297,B5154,644,884,121.520653,31.233856,5725.852607
E3363,B5154,541,781,121.520653,31.233856,5725.852607
E3380,B5154,766,1006,121.520653,31.233856,5725.852607
E3426,B5154,554,794,121.520653,31.233856,5725.852607
E3865,B7020,928,1168,121.582512,31.267292,5726.110239
E3833,B7020,653,893,121.582512,31.267292,5726.110239
E3795,B7704,668,908,121.572075,31.251896,5730.136044
E3758,B7428,779,1019,121.551811,31.238499,5736.449588
E3609,B8238,714,954,121.539406,31.234053,5821.493852
E3317,B8238,582,822,121.539406,31.234053,5821.493852
E3507,B8065,744,984,121.55072,31.237019,5843.334088
E3847,B0855,706,946,121.586975,31.292011,5847.512619
E3886,B7340,579,819,121.58725,31.279392,5857.4088
E3852,B6436,864,1104,121.582565,31.264025,5866.561173
E4219,B2706,618,858,121.567703,31.245945,5890.533206
E4511,B2706,873,1113,121.567703,31.245945,5890.533206
E4490,B2706,959,1199,121.567703,31.245945,5890.533206
E4287,B2706,544,784,121.567703,31.245945,5890.533206
E4344,B2706,906,1146,121.567703,31.245945,5890.533206
E4641,B2706,957,1197,121.567703,31.245945,5890.533206
E4220,B2706,886,1126,121.567703,31.245945,5890.533206
E3322,B2248,567,807,121.508377,31.234322,5895.697423
E3332,B5240,609,849,121.50103,31.236509,5908.144556
E3268,B5240,856,1096,121.50103,31.236509,5908.144556
E3285,B5240,810,1050,121.50103,31.236509,5908.144556
E3451,B5240,856,1096,121.50103,31.236509,5908.144556
E3794,B4760,587,827,121.564964,31.243599,5919.825567
E3510,B8697,634,874,121.527458,31.23172,5942.142628
E3518,B8697,921,1161,121.527458,31.23172,5942.142628
E2810,B6006,637,877,121.466743,31.267473,5972.832189
E2900,B6006,581,821,121.466743,31.267473,5972.832189
E2802,B7454,842,1082,121.467529,31.265385,5983.530935
E2801,B7454,657,897,121.467529,31.265385,5983.530935
E2811,B6345,576,816,121.469307,31.261841,5986.222171
